address,area,city,country,crawl_date,guest_recommendation,hotel_brand,hotel_category,hotel_star_rating,image_count,latitude,locality,longitude,point_of_interest,property_id,property_name,property_type,province,query_time_stamp,review_count_by_category,room_area,room_count,room_type,site_review_count,site_review_rating,site_stay_review_rating,sitename,state,uniq_id
"Building No. TC-1783, Ward 9, Colony Road, Near Darshana Tyres, Munnar, Kerala 685613.",Main Town,Munnar,India,21-08-2016,,Vedanta Wake up Group of Hotels,regular,0,8,10.0837092,Main Town,77.0615374,Blossom Hydel Park|Chinnakanal|Main Town|Nyayamakad waterfalls|Pothamedu Viewpoint|Bus Station|Tata Global Beverages Limited General Hospital|Tea Museum|The Grandspa Ayurvedic Wellness &amp; Research Centre|Photo Point|Spices Market|Attukal Waterfalls|Pallivasal|The Grandspa Ayurvedic Wellness & Research Centre,HTLGBO1000058274,Vedanta Wake Up - Town Center,Hotel,Munnar,2016-08-21 04:45:27 +0000,,,17,Non AC - Double Deluxe Rooms,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Kerala,13690c4bb7d5e4d4c72cfd1ee2760972
"Kalika Estate, Dadgallia, Ranikhet",Almora Ranikhet Road,Ranikhet,India,21-08-2016,100,WelcomHeritage,regular,3,28,79.4648108,Almora Ranikhet Road,29.6350127,Almora Ranikhet Road,HTLGBO1000007314,WelcomHeritage Windsor Lodge,Lodge,Ranikhet,2016-08-21 04:45:27 +0000,positive reviews::11|critical reviews::3|reviews with images::3,,25,Deluxe Room,14,4.1,Service Quality::3.9|Amenities::4.0|Food and Drinks::3.9|Value for Money::4.0|Location::4.2|Cleanliness::4.0,goibibo,Uttarakhand,73dd49c6ec0e3cb03b6c1d34a2a17bea
"Q S Road, Kadappakada, Kollam Kerala","Q S Road, Kadappakada",Kollam,India,21-08-2016,,null,regular,0,9,8.8932118,"Q S Road, Kadappakada",76.6141396,"Kilikollur Station|Q S Road, Kadappakada",HTLGBO1000085334,Xavier's Residency,Homestay,Kollam,2016-08-21 04:45:27 +0000,,,4,DELUXE ROOM,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Kerala,17c34d27ee71ef3a33add7d62daed1b0
"Mashobra, Naldehra Golf Course Road",Mashobra,Shimla,India,21-08-2016,67,null,regular,3,15,31.15894,Mashobra,77.204025,Mashobra,HTLGBO1000016176,Whistling Pines Resort,Resort,Shimla,2016-08-21 04:45:27 +0000,positive reviews::57|critical reviews::38|reviews with images::18,12 X 14 Sq.ft.,30,Executive Room,95,3.3,Service Quality::3.2|Amenities::3.2|Food and Drinks::3.5|Value for Money::3.4|Location::3.8|Cleanliness::3.6,goibibo,Himachal Pradesh,8b638ea96390b893d7a6ca362df9e109
"Mananthvady-Mysore Road, Kattikkulam, Wayanad Dist",Others,Wayanad,India,21-08-2016,75,null,regular,0,19,11.84160552,Others,76.05423349,Kuruva Island|Tholpetty Wildlife sanctuary|Edakkal Cave|Sujipara water falls|Meenmutty waterfalls|Chembra Peak|Muthanga Wildlife Sanctuary|Banasura sagar Dam|Others,HTLGBO1000000501,Wayanad Gate Resort,Hotel,Wayanad,2016-08-21 04:45:27 +0000,positive reviews::27|critical reviews::6|reviews with images::4,12 X 10 Sq.ft.,17,Deluxe Non Ac Room,33,3.9,Service Quality::4.0|Amenities::3.7|Food and Drinks::3.9|Value for Money::3.9|Location::3.9|Cleanliness::3.9,goibibo,Kerala,9b4b1913ea93a402bdf37ddce94647a2
"Wayanad Muthanickattu Villas, Cheeral (p.o) Wayanad",Sulthan Bathery,Wayanad,India,21-08-2016,100,null,regular,0,46,11.6656117,Sulthan Bathery,76.2626653,Sulthan Bathery,HTLGBO1000012715,Wayanad Muthanickattu Villas,Villa,Wayanad,2016-08-21 04:45:27 +0000,positive reviews::4|critical reviews::0|reviews with images::2,200 X 250 Sq.ft.,7,Two Beded Non AC Room,4,5,Service Quality::5.0|Amenities::5.0|Food and Drinks::5.0|Value for Money::5.0|Location::5.0|Cleanliness::5.0,goibibo,Kerala,a4caf53d4d4800be65a07d0ab5a2f390
NEAR . CELEBRITY  WAX MUSEUM   - LONAVALA  410401,Others,Lonavala,India,21-08-2016,,null,regular,0,19,18.7546171,Others,73.4062342,Kamat Restaurant|Shooting Point|Center Point|Wax Museum|Kumar Resort water park|khandala lake|Triose Mall|Bus Stand|Lonavala Railway Station|Amrutanjan Point|Others|Bushy Dam|Tungarli Lake|Lonavla Lake|Narayanidham Mandir|Reversing Station|Bhushi Dam|Bhairavnath Temple|Rajmachi Wildlife Sanctuary,HTLGBO1000072012,Vrindavan Bungalow Blossom House,Bungalow,Lonavala,2016-08-21 04:45:27 +0000,,,1,Exquisite 2BHK Bungalow,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Maharashtra,4288f98d88787582ae63f3b03933df65
"Vardaan Resort Patnitop Entry from Kassal Ghoom, Padora Enclave Patnitop",Naag Temple Area,Patnitop,India,21-08-2016,79,null,regular,3,16,33.07337846,Naag Temple Area,75.33515129,Sanasar|Jammu Airport|Akhnoor|Vaishno Devi|Jammu|Mansar Lake|Trek to Shiva Garh|Nathatop|Sudh Mahadev Temple|The Naag (cobra) temple|Madhatop|Kud|Naag Temple Area|Shiva Garh,HTLGBO1000000964,Vardaan Resorts,Hotel,Patnitop,2016-08-21 04:45:27 +0000,positive reviews::251|critical reviews::37|reviews with images::60,12 X 10 Sq.ft.,45,Regular Junior Wing (Non-Heated- Portable Heaters),288,4.2,Service Quality::4.0|Amenities::4.0|Food and Drinks::4.2|Value for Money::4.1|Location::4.2|Cleanliness::4.2,goibibo,Jammu and Kashmir,756ee25328eb85db61688f827308dd9a
"opp. Khadigram Udyog, Honey center,Next to Saket Plaza Hotel, Frere Road, Mahabaleshwar, Maharashtra",Others,Mahabaleshwar,India,21-08-2016,,null,regular,0,8,18.08968729,Others,73.91326904,Others,HTLGBO1000072416,West Lodge Heritage 4 BHK  bunglow,Bungalow,Mahabaleshwar,2016-08-21 04:45:27 +0000,,,3,Deluxe,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Maharashtra,0c7588eb1665bc9eca3ddd2d588c3f3b
"P.O. Bassi,Chittorgarh",Parsoli,Chittaurgarh,India,21-08-2016,,WelcomHeritage,regular,3,7,25.0119721,Parsoli,74.76845641,Bassi Bird Santuary|Chittorgarh Fort|Menal Waterfall|Parsoli,HTLGBO1000007365,WelcomHeritage Bassi Fort,Palace,Chittaurgarh,2016-08-21 04:45:27 +0000,,,15,Standard Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Rajasthan,9ca2064f9cbd4f522b469a25209f2d60
"118/1 Newwada, Morjim-Ashvem Road, Morjim Goa",Other North Goa Beaches,Goa,India,21-08-2016,100,null,regular,0,2,15.63550854,Other North Goa Beaches,73.72865985,Mandrem Beach|Other North Goa Beaches|North Goa|Morjim Beach,HTLGBO1000019242,White Pearl Luxury,Guest House,Goa,2016-08-21 04:45:27 +0000,positive reviews::1|critical reviews::0|reviews with images::0,,8,Luxury Room,1,5,Service Quality::4.0|Amenities::3.0|Food and Drinks::5.0|Value for Money::4.0|Location::5.0|Cleanliness::5.0,goibibo,Goa,adcc0a8ac4e4af34e011efb78aacb3be
Village Bijni Chhoti Post Office Mohan Chatti Near Bunji Jumping Site District Pouri Garhwal,Rishikesh Badrinath Road,Rishikesh,India,21-08-2016,,null,regular,0,9,30.06375428,Rishikesh Badrinath Road,78.39876089,Rishikesh Badrinath Road,HTLGBO1000051194,Vatika Luxury Jungle Camp,Cottage,Rishikesh,2016-08-21 04:45:27 +0000,,,30,deluxe tent,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Uttarakhand,c715359c0cf74c4446c86458578d576a
"15, Dena Bank Colony, Behind Shell Petrol Pump, Bellary Road, Ganganagara",Other,Bangalore,India,21-08-2016,,null,regular,0,14,12.9715987,Other,77.5945627,Ub City Mall|Deputy High Comission of United Kingdom|Consulate of Oman|consulate of Italy|Sree Kanteerava Stadium|St. Marks Cathedral|Cubbon Park|Government S.K.S.J. Technology Institute|City Civil Court Complex|Attara Kacheri|UB City|Karnataka State Hockey Association|Mubeen Embassy|Consulate of Japan|Shri Dharmaraya Swamy Temple|German Consulate General|PWD Office|Passport Seva Kendra|Chief Postmaster General Karnataka Circle|Mallya Hospital|Consulate of Canada|BWSSB Pump House|Chief Metropolitan Magistrate Court|Sri Krishnarajendra Silver Jubilee Technological Institute|Chinnaswamy Cricket Stadium|Consulate of Belgium|Income Tax Department|General Post Office|High Court of Karnataka|Bangalore Metropolitan Transport Corporation|Vidhana Soudha|Magistrate Court|Director of Horticulture Office|Deputy Commissioner for Transport and Senior RTO|Other,HTLGBO1000083688,Walk Inn  Comforts,Service Apartment,Bangalore,2016-08-21 04:45:27 +0000,,,4,Ac Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Karnataka,232aef3515a3df9bddb4991b21357e1c
"Kappad Beach,Calicut, Kerala, India",Kappad Beach,Kozhikode,India,21-08-2016,83,null,regular,4,7,11.38912007,Kappad Beach,75.71693127,Kerala Kalamandalam|Ambalappuzha Sri Krishna Temple|Eco Trails Kerala|Kappad Beach,HTLGBO1000001508,Vasco Dagama Beach Resort,Resort,Kozhikode,2016-08-21 04:45:27 +0000,positive reviews::53|critical reviews::7|reviews with images::16,15 X 15 Sq.ft.,57,Exotic Superior Room,60,4.1,Service Quality::3.9|Amenities::4.0|Food and Drinks::3.7|Value for Money::4.2|Location::4.3|Cleanliness::4.4,goibibo,Kerala,6530a3a2eda88c993acbdd88aa061ed9
"Near Letchmi Tea Estate, Viripara, Kallar Mankulam Road",Mankulam Road,Munnar,India,21-08-2016,72,null,regular,3,6,10.0846722,Mankulam Road,77.0529938,Blossom Hydel Park|Chinnakanal|Nyayamakad waterfalls|Pothamedu Viewpoint|Bus Station|Mankulam Road|Tata Global Beverages Limited General Hospital|Tea Museum|The Grandspa Ayurvedic Wellness &amp; Research Centre|Photo Point|Spices Market|Attukal Waterfalls|Pallivasal|The Grandspa Ayurvedic Wellness & Research Centre,HTLGBO1000017812,Wild Elephant Eco-Friendly Resort,Resort,Munnar,2016-08-21 04:45:27 +0000,positive reviews::28|critical reviews::9|reviews with images::12,,9,Standard Room,37,3.9,Service Quality::3.9|Amenities::3.6|Food and Drinks::3.0|Value for Money::3.8|Location::4.1|Cleanliness::3.0,goibibo,Kerala,a2443b69b94ea73e79a4281c577a4b41
"Karnal Road, Assandh, Karnal - 132039, Opposite to city tech",Assandh,Karnal,India,21-08-2016,,null,regular,0,11,29.6597642,Assandh,76.8994819,Assandh,HTLGBO1000078846,yash hotel,Hotel,Karnal,2016-08-21 04:45:27 +0000,,,12,AC Rooms,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Haryana,a73b9c363c14694b73bda6a1ae34f4c2
Jambulingam main Road Opposite to 16th street GKM Colony shop balaji plastics near perambur Loco Works Railway Station Chennai,Others,Chennai,India,21-08-2016,,null,regular,0,10,13.108414,Others,80.2257031,Thirumangalam Metro Station|Others|Spectrum The Grand Venus Mall|Perambur Station,HTLGBO1000057416,Vatchala Service Appartment,Service Apartment,Chennai,2016-08-21 04:45:27 +0000,,,2,2 BHK,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Tamil Nadu,dd52ec6c1fe97aae6608664cab38363c
"A 36 Abul Fazal Enclave Jamia Nagar Okhla, (near new friends colony) New Delhi - 110025",Okhla,Delhi,India,21-08-2016,80,null,regular,0,12,28.557652,Okhla,77.29443,South Delhi|Indraprastha Apollo Hospitals|Fortis Escorts Heart Institute &amp; Research Centre|Okhla|Jamia Millia Islamia|Fortis Escorts Heart Institute & Research Centre,HTLGBO1000069014,Xenious IC's Hotel,Guest House,Delhi,2016-08-21 04:45:27 +0000,positive reviews::16|critical reviews::5|reviews with images::3,,23,Deluxe Room,21,3.7,Service Quality::3.8|Amenities::4.0|Food and Drinks::4.6|Value for Money::3.9|Location::3.7|Cleanliness::4.8,goibibo,Delhi,ad52f0f8656f0a5070a9513fb94d3733
"hathi kheda,foy sagar road",Ana Sagar Lake Area,Ajmer,India,21-08-2016,,null,regular,0,17,26.4593905,Ana Sagar Lake Area,74.601551,,HTLGBO1000081540,Xenious Grand Xenia Hotel,Hotel,Ajmer,2016-08-21 04:45:27 +0000,,,64,Superior Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Rajasthan,8d6cdbe7ba0773453db3d71fab75a042
"Heritage Apartment, Tower Road, Kochi Fort, Ernakulam - 682001, Behind No.18 Hotel",,Ernakulam,India,21-08-2016,,null,regular,0,7,9.9312328,,76.2673041,Fort,HTLGBO1000070658,Vazhappilly Homestay Apartment,Homestay,Ernakulam,2016-08-21 04:45:27 +0000,,,2,Standard Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Kerala,559a17bcbca115ed61e94a846f295709
"Opp, Shophia Girls School,bikaner",Others,Bikaner,India,21-08-2016,,null,regular,1,18,28.0229348,Others,73.3119159,Others|Lalgarh Palace|Laxmi Niwas Palace|Junagarh Fort,HTLGBO1000060230,Vijay Guest House,Guest House,Bikaner,2016-08-21 04:45:27 +0000,,,8,Deluxe Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Rajasthan,1f859fae407bd286c0adba2454fbf041
"Teen Murti, Fatrade",Varca Area,Goa,India,21-08-2016,58,Usha Lexus,regular,3,26,15.21718717,Varca Area,73.93286388,Dabolim Airport|Panjim City|Mapusa|Colva Beach|Fort Aquada|Panaji City|Calangute Shopping Area|Anjuna|Madgaon Railway Station|Benaulim|Margao Hospital|Mobor|St Francis Church|Varca beach |South Goa|Varca Beach|Varca Area,HTLGBO1000000351,Varca Palms Beach Resort,Resort,Goa,2016-08-21 04:45:27 +0000,positive reviews::12|critical reviews::5|reviews with images::3,22 X 22 Sq.ft.,51,Deluxe Garden Villa,17,3.2,Service Quality::3.1|Amenities::3.1|Food and Drinks::3.3|Value for Money::3.3|Location::3.6|Cleanliness::3.2,goibibo,Goa,c9117622fe0b218db4b168023bf3fc6e
Chitrakoot Near Ramghat,Karwi,Chitrakoot,India,21-08-2016,,null,regular,0,3,25.1838247,Karwi,80.8718914,Karwi|Ram Ghat,HTLGBO1000055114,Vinod Lodge,Lodge,Chitrakoot,2016-08-21 04:45:27 +0000,,,32,AC Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Uttar Pradesh,a0d8b8f5f9c8b9ec7382d69cb1a08399
"Cawasji street,behind union bank,mahabaleshwar",Panchgani Road,Mahabaleshwar,India,21-08-2016,,null,regular,2,2,17.9307285,Panchgani Road,73.6477342,,HTLGBO1000039572,VISHWASHANTI,Hotel,Mahabaleshwar,2016-08-21 04:45:27 +0000,,,22,Grand suite,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Maharashtra,4054f8a6672c3b8638150594f533e51a
"Old No.27-B New No. 4, 3rd Street, Luz Avenue,Mylapore, Chennai",Mylapore,Chennai,India,21-08-2016,,null,regular,0,12,13.0363169,Mylapore,80.2623721,"Marina Beach|German Consulate General|Consulate Of Korean|Greenways Road MRTS Station|Consulate Of Japan|Consulate General of Malaysia|Switzerland Consulate|Ramee Mall|Kotturpuram Railway Station|Oberoi Hotel|Mandaveli MRTS Station|US Consulate|Broken bridge|Kotturpuram MRTS Station|Consulate General of the Republic of Korea in Chennai|Vivekananda House,|Honorary Consulate of Ireland|Aalayamman Bus Stop|Russian Consulate|Anna University|Valluvar Statue|Adyar Park|Mylapore|Mundakakanni Amman Kovil Railway Station|Thirumayilai MRTS Station|Arulmigu Kapaleeswarar Temple",HTLGBO1000069048,Veedu,Homestay,Chennai,2016-08-21 04:45:27 +0000,,,8,Two bedded Luxury room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Tamil Nadu,9eb4c2f849a1e09598273a3e4147c942
"SHAMI NALA, VILLAGE SHURU,PO JAGATSUKH, NAGAR ROAD","Aleo, left bank",Manali,India,21-08-2016,,null,regular,0,21,32.21116975,"Aleo, left bank",77.19935751,"Himalayan Nyingmapa Gompa|Aleo, Left Bank|Prini Bus Stop",HTLGBO1000084430,WHITE POD MANALI,Hotel,Manali,2016-08-21 04:45:27 +0000,,12 X 12 Sq.ft.,12,LUXURY DOUBLE BED,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Himachal Pradesh,902c2888177ae8fa766790e38d1e87b5
"Sun n Moon Complex, Sector 5, Vidhyadhar Nagar, Sikar Road",Sikar Road,Jaipur,India,21-08-2016,74,null,regular,3,20,26.97028446,Sikar Road,75.77344466,Amer Fort|Hawa Mahal|City Palace|Albert Hall Museum|Papad Ke Hanumanji Temple|Vidyadhar Nagar Bus Depot|Sikar Road|Raj Mandir Cinema,HTLGBO1000004884,Whispering Palms Hotel,Hotel,Jaipur,2016-08-21 04:45:27 +0000,positive reviews::32|critical reviews::7|reviews with images::8,16 X 16 Sq.ft.,30,Standard Room,39,4,Service Quality::4.0|Amenities::4.0|Food and Drinks::3.9|Value for Money::4.2|Location::4.1|Cleanliness::4.5,goibibo,Rajasthan,852eddd5012124048ee8ebe8f2c70ce0
"shoer place road  Ettines Road, Near Vijaya Hospital, Nilgiri 643001.",Ettiness Road,Ooty,India,21-08-2016,57,Vedanta Wake up Group of Hotels,regular,0,42,11.409461,Ettiness Road,76.708527,,HTLGBO1000051632,Vedanta Wake Up - Town Center,Hotel,Ooty,2016-08-21 04:45:27 +0000,positive reviews::22|critical reviews::37|reviews with images::8,300 X 300 Sq.ft.,51,Double Deluxe room,59,2.4,Service Quality::2.1|Amenities::2.2|Food and Drinks::1.9|Value for Money::2.4|Location::2.8|Cleanliness::2.2,goibibo,Tamil Nadu,ca8d5021fec77d3ed0a5b90192821fae
"Sai Arcade,Plot No.184, Opp Panvel S.T Depot,Panvel",Panvel,Panvel,India,21-08-2016,88,null,regular,3,3,18.9921559,Panvel,73.1153303,Panvel,HTLGBO1000003198,Vinamra Residency,Hotel,Panvel,2016-08-21 04:45:27 +0000,positive reviews::99|critical reviews::9|reviews with images::17,15 X 15 Sq.ft.,38,Super Deluxe,108,4.3,Service Quality::4.1|Amenities::4.1|Food and Drinks::4.0|Value for Money::4.3|Location::4.2|Cleanliness::4.3,goibibo,Maharashtra,63cc2f207c71e6b6f8d9a51d72b8bb7f
8-2-268/N/1a vivekananda enclave road no 3 banjara hills h 34 banjara hills,,Hyderabad,India,21-08-2016,,null,regular,0,4,17.385044,,78.486671,Andhra Pradesh Administrative Tribunal|Kamineni Hospitals|Malakpet Railway Station|Mahatma Gandhi Bus Station|City Civil Court|National Horticulture Board|Purani Haveli|City Criminal Court|Charminar|General Post Office|Vidyanagar Railway Station|Andhra Pradesh Public Service Commission|Salarjung Museum|Telangana Medical Council|MPM Mall|Osmania General Hospital|Kachiguda Post Office|Hyderabad Deccan Railway Station|Mecca Masjid|Fernandez Hospital|High Court of Judicature at Hyderabad|Laad Bazaar|Chowmahalla Palace,HTLGBO1000072476,Vivekananda Rest House,Guest House,Hyderabad,2016-08-21 04:45:27 +0000,,,2,Standard Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Andhra Pradesh,d0042ca6dc3f0be12e72a8c7b5556c8f
"At. Post. H.no 707  Chikhli, Tal.  Wai, Dist.Satara.",Wai,Wai,India,21-08-2016,,null,regular,0,9,17.9486823,Wai,73.8918897,Wai,HTLGBO1000067496,Wai Agro Tourism,Farm Stay,Wai,2016-08-21 04:45:27 +0000,,8 X 10 Sq.ft.,2,Standard Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Maharashtra,a45ece7bdf086a69613c6f5ed8486e25
"Kelwa Motghar, Palghar,",Kelwa,Kelwa,India,21-08-2016,,null,regular,0,6,19.6180317,Kelwa,72.7282852,Kelva Fort|Kelwa|Kelva Beach,HTLGBO1000081208,Ya Niwant Resorts,Resort,Kelwa,2016-08-21 04:45:27 +0000,,,5,AC Deluxe,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Maharashtra,523e6121c096042850a2a700914181eb
hawa beach kovalam vinhinjam p.o,Vizhinjam,Kovalam,India,21-08-2016,,null,regular,1,3,8.4003984,Vizhinjam,76.9787076,Hawa Beach|Vizhinjam|Lighthouse Beach|Kovalam Beach,HTLGBO1000050686,Vipin Beach Resort,Resort,Kovalam,2016-08-21 04:45:27 +0000,,,9,Standard AC Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Kerala,c13de1cc2acbd7915298e523c85adbd6
"Vihar Holiday Inn Resort, 2nd C,  Araku Main Road, Near ITI , Araku Valley , Andhara Pradesh Araku V",Visakha-Araku Main Road,Araku Valley,India,21-08-2016,60,null,regular,3,4,18.320399,Visakha-Araku Main Road,82.881187,Visakha-Araku Main Road|Araku Tribal Museum|Araku Valley,HTLGBO1000046862,Vistaram A/C Rooms,Hotel,Araku Valley,2016-08-21 04:45:27 +0000,positive reviews::13|critical reviews::10|reviews with images::4,,6,Deluxe A/c Room,23,3.4,Service Quality::3.2|Amenities::3.2|Food and Drinks::3.2|Value for Money::3.3|Location::3.3|Cleanliness::3.2,goibibo,Andhra Pradesh,f6b86fede28d3f70ef598ae7f3fb5768
"Beach Road,Arattukulam Junction Mararikulam North P O,S.L Puram",Mararikulam,Alleppey,India,21-08-2016,100,null,regular,3,27,9.605221748,Mararikulam,76.30215454,Mararikulam,HTLGBO1000026436,Xandari Pearl,Resort,Alleppey,2016-08-21 04:45:27 +0000,positive reviews::10|critical reviews::0|reviews with images::5,,20,Green Pearl,10,4.5,Service Quality::4.8|Amenities::4.6|Food and Drinks::4.3|Value for Money::4.5|Location::4.6|Cleanliness::4.7,goibibo,Kerala,00500bb69fae1e29fe4d3b0c1f8b5f09
"Madurapuram, Athani P.O, Near Cochin International Airport","Cochin Airport, Nedumbassery",Ernakulam,India,21-08-2016,,SerendipityO Groups,regular,1,7,10.1517834,"Cochin Airport, Nedumbassery",76.392958,"Cochin Airport, Nedumbassery|Cochin International Airport",HTLGBO1000082342,Vrindavan Retreat,Resort,Ernakulam,2016-08-21 04:45:27 +0000,,,1,Standard room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Kerala,c53eaf088be1c88ca20b505d13da26e7
"H-14, Gautam Marg,  Near SBBJ Bank, Shyam Nagar - Jaipur",Ajmer Road,Jaipur,India,21-08-2016,,null,regular,3,10,26.8886042,Ajmer Road,75.7628264,K.L. Saini Stadium|Vaishali Circle Bus Stop|Ajmer Road|National Institute of Fire Engineering &amp; Safety Management|NANATIONAL INSTITUTION OF DESIGN &amp; TECHNOLOGY-®|BAPS Shri Swaminarayan Mandir|National Institute of Fire Engineering & Safety Management|NANATIONAL INSTITUTION OF DESIGN & TECHNOLOGY-®,HTLGBO1000050326,Vidhya Villa,Hotel,Jaipur,2016-08-21 04:45:27 +0000,,,4,Deluxe Room,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,goibibo,Rajasthan,dab99c7d4ffe03513b47892203e67e9d
